Date,Open,High,Low,Close,Adj Close,Volume,SMA_50,SMA_200,RSI,Buy_Signal,Sell_Signal
2023-04-11,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,159.7296142578125,47644200,154.05859954833986,149.3807995223999,53.4296095998083,False,False
2023-04-12,161.22000122070312,162.05999755859375,159.77999877929688,160.10000610351562,159.03427124023438,50133100,154.40059967041014,149.47299953460694,55.301266385722755,False,False
2023-04-13,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,164.4579315185547,68445600,154.82599975585939,149.59249950408935,62.86379483487126,False,False
2023-04-14,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,164.11026000976562,49386500,155.22160003662108,149.73134952545166,60.00001230547353,False,False
2023-04-17,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,164.13011169433594,41516200,155.5097998046875,149.86134952545166,65.20787687721578,False,False
2023-04-18,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,165.3618621826172,49923000,155.74919982910157,150.01009952545166,68.79797642106467,False,False
2023-04-19,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,166.51414489746094,47720200,156.06720001220702,150.15359958648682,65.9535011138924,False,False
2023-04-20,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,165.5406494140625,52456400,156.30720001220703,150.27904956817628,60.26805507772925,False,False
2023-04-21,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,163.92152404785156,58337300,156.56920013427734,150.38954959869386,50.30032633042846,False,False
2023-04-24,165.0,165.60000610351562,163.88999938964844,165.3300018310547,164.2294464111328,41949600,156.85840026855467,150.48444957733153,47.791806458755524,False,False
2023-04-25,165.19000244140625,166.30999755859375,163.72999572753906,163.77000427246094,162.67984008789062,48714100,157.1136004638672,150.56809963226317,45.359278359542564,False,False
2023-04-26,163.05999755859375,165.27999877929688,162.8000030517578,163.75999450683594,162.66990661621094,45498800,157.3118002319336,150.6625496292114,50.0,False,False
2023-04-27,165.19000244140625,168.55999755859375,165.19000244140625,168.41000366210938,167.2889404296875,64902300,157.61600036621093,150.7752996444702,58.54993445606887,False,False
2023-04-28,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,168.55047607421875,55209200,157.90300018310546,150.8962495803833,68.59504745288464,False,False
2023-05-01,169.27999877929688,170.4499969482422,168.63999938964844,169.58999633789062,168.46109008789062,52472900,158.22059997558594,151.00184955596924,72.61966933231136,False,True
2023-05-02,170.08999633789062,170.35000610351562,167.5399932861328,168.5399932861328,167.41807556152344,48425700,158.54039978027345,151.0936995315552,71.33466687135164,False,True
2023-05-03,169.5,170.9199981689453,167.16000366210938,167.4499969482422,166.33534240722656,65136000,158.9197998046875,151.19559947967528,56.132384204913514,False,False
2023-05-04,164.88999938964844,167.0399932861328,164.30999755859375,165.7899932861328,164.68638610839844,81235400,159.25739959716796,151.26954944610597,51.73440947943075,False,False
2023-05-05,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,172.4146270751953,113316400,159.74079986572266,151.37219951629638,67.03431914894944,False,False
2023-05-08,172.47999572753906,173.85000610351562,172.11000061035156,173.5,172.34506225585938,55962800,160.27659973144532,151.4629494857788,65.07934429835184,False,False
2023-05-09,173.0500030517578,173.5399932861328,171.60000610351562,171.77000427246094,170.6265869140625,45326900,160.75359985351562,151.55134952545166,58.668333119275964,False,False
2023-05-10,173.02000427246094,174.02999877929688,171.89999389648438,173.55999755859375,172.4046630859375,53724500,161.27659973144532,151.6543995285034,63.99352567604649,False,False
2023-05-11,173.85000610351562,174.58999633789062,172.1699981689453,173.75,172.59339904785156,49514700,161.84539978027342,151.76514949798585,68.7741720389601,False,False
2023-05-12,173.6199951171875,174.05999755859375,171.0,172.57000732421875,171.65838623046875,45497800,162.37859985351562,151.84404956817627,65.00829680482866,False,False
2023-05-15,173.16000366210938,173.2100067138672,171.47000122070312,172.07000732421875,171.16102600097656,37266700,162.79940002441407,151.91764957427978,67.99652740327448,False,False
2023-05-16,171.99000549316406,173.13999938964844,171.8000030517578,172.07000732421875,171.16102600097656,42110300,163.16420013427734,151.9654496383667,68.02605578559584,False,False
2023-05-17,171.7100067138672,172.92999267578125,170.4199981689453,172.69000244140625,171.77774047851562,57951600,163.58600006103515,152.02134967803954,61.25131769587339,False,False
2023-05-18,173.0,175.24000549316406,172.5800018310547,175.0500030517578,174.12527465820312,65496700,164.02960021972658,152.09654972076416,63.351591777705785,False,False
2023-05-19,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,174.2346954345703,55772400,164.52100036621093,152.14169971466063,63.83508686819684,False,False
2023-05-22,173.97999572753906,174.7100067138672,173.4499969482422,174.1999969482422,173.27975463867188,43570900,165.03500030517577,152.1836497116089,64.1217596026016,False,False
2023-05-23,173.1300048828125,173.3800048828125,171.27999877929688,171.55999755859375,170.65370178222656,50747300,165.45680023193358,152.21469966888426,59.51829180810546,False,False
2023-05-24,171.08999633789062,172.4199981689453,170.52000427246094,171.83999633789062,170.93222045898438,45143500,165.8418002319336,152.2495496749878,64.96784028183072,False,False
2023-05-25,172.41000366210938,173.89999389648438,171.69000244140625,172.99000549316406,172.07614135742188,56058300,166.24180023193358,152.28989971160888,47.8645001735996,False,False
2023-05-26,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,174.50323486328125,54835000,166.6333999633789,152.32084964752198,56.05014072541992,False,False
2023-05-30,176.9600067138672,178.99000549316406,176.57000732421875,177.3000030517578,176.36338806152344,55964400,167.07940002441407,152.36489963531494,67.18458681769299,False,False
2023-05-31,177.3300018310547,179.35000610351562,176.75999450683594,177.25,176.3136444091797,99625300,167.47640014648437,152.39064960479737,62.857145895227994,False,False
